date_id,LME_AH_Close_ret,LME_CA_Close_ret,LME_PB_Close_ret,LME_ZS_Close_ret,JPX_Gold_Mini_Futures_Close_ret,JPX_Gold_Rolling-Spot_Futures_Close_ret,JPX_Gold_Standard_Futures_Close_ret,JPX_Platinum_Mini_Futures_Close_ret,JPX_Platinum_Standard_Futures_Close_ret,JPX_RSS3_Rubber_Futures_Close_ret,LME_AH_Close_vol10,LME_CA_Close_vol10,LME_PB_Close_vol10,LME_ZS_Close_vol10,JPX_Gold_Mini_Futures_Close_vol10,JPX_Gold_Rolling-Spot_Futures_Close_vol10,JPX_Gold_Standard_Futures_Close_vol10,JPX_Platinum_Mini_Futures_Close_vol10,JPX_Platinum_Standard_Futures_Close_vol10,JPX_RSS3_Rubber_Futures_Close_vol10,LME_AH_Close_mom5,LME_CA_Close_mom5,LME_PB_Close_mom5,LME_ZS_Close_mom5,JPX_Gold_Mini_Futures_Close_mom5,JPX_Gold_Rolling-Spot_Futures_Close_mom5,JPX_Gold_Standard_Futures_Close_mom5,JPX_Platinum_Mini_Futures_Close_mom5,JPX_Platinum_Standard_Futures_Close_mom5,JPX_RSS3_Rubber_Futures_Close_mom5,LME_AH_Close_z,LME_CA_Close_z,LME_PB_Close_z,LME_ZS_Close_z,JPX_Gold_Mini_Futures_Close_z,JPX_Gold_Rolling-Spot_Futures_Close_z,JPX_Gold_Standard_Futures_Close_z,JPX_Platinum_Mini_Futures_Close_z,JPX_Platinum_Standard_Futures_Close_z,JPX_RSS3_Rubber_Futures_Close_z
13,-0.009414998934601874,-0.004958570760542655,-0.011173300598125189,0.011925058504985153,-0.0008445946448015659,-0.00042140750728977,-0.0006332454037467165,0.0011229647446237235,0.0025284463533586906,-0.013295542481244727,0.013627608498925196,0.00885683190536679,0.016531786482130814,0.010222076806538883,0.0045900484470634256,0.004618118434182554,0.004659341683015757,0.0068665020955537975,0.006726947207784689,0.012490481280503745,6.0,-69.0,46.0,33.0,-6.0,-7.0,-5.0,36.0,34.0,-1.3000000000000114,-0.08141970559377595,-0.5831162661964706,2.700470866274212,1.3813138219758108,-0.9651614853242168,-0.9622227506984509,-0.9645384344218447,-0.3127009093494224,-0.31429304528695207,-0.39091714920914683
14,0.012978477092990532,0.003827348920453789,0.014997397036528633,-0.000732010866447012,-0.0002112601676812297,-0.0006324444186774647,-0.00042238648991232795,0.009772519488330755,0.010883322157393393,0.0,0.013234248353710794,0.008985403608155074,0.01522886490842636,0.009877543398562937,0.004585801447029746,0.004608712124200454,0.004651935525376926,0.0072037121681351665,0.0071933761564487,0.012490481280503745,22.0,-142.0,33.0,-9.0,-38.0,-38.0,-37.0,50.0,55.0,-5.600000000000023,-0.008756817751070293,-0.5654007032043028,2.9130964245731428,1.3757439865545646,-0.9654880217735682,-0.963182022509033,-0.9651914331362694,-0.2642222035803593,-0.260424330220933,-0.39091714920914683
15,-0.008708327891784308,-0.020728352761561597,-0.004590673708598951,-0.0005859947428161808,0.0031642258233107027,0.0029479911853216834,0.00274232847738875,-0.016529301951210582,-0.017922630402629838,-0.012506175505229665,0.013048682704359592,0.010990578551542597,0.013025865246094724,0.008183903753394485,0.004652131792002739,0.004626222649122132,0.0046881635609213965,0.009540493121753185,0.009849605287117086,0.013232336262757376,40.5,-155.0,54.0,7.5,-19.0,-19.0,-18.0,2.0,3.0,-6.300000000000011,-0.05761634578323445,-0.6605398377918709,2.8476731758657796,1.3712881182175676,-0.9605899750332957,-0.9587054207263163,-0.9609469414925087,-0.3459434504482085,-0.3488242728933746,-0.4337379217041545
16,0.009152871130934392,0.032263155010027994,0.012384649100444194,0.008172841755874386,-0.00379827424357995,-0.0031588949085540633,-0.0033762429201699613,0.0016934805063331477,0.00197600628868979,-0.012174486869739091,0.012737782931948199,0.015427223157949027,0.013394669688164884,0.00834899598747839,0.0035021038520384037,0.003393382684992913,0.00336832857711909,0.00853546884778477,0.008923864696442152,0.013526962310018802,58.0,116.0,93.5,72.5,-13.0,-8.0,-10.0,6.0,6.0,-5.400000000000006,-0.006251200928908028,-0.5115978822651264,3.0248611411148882,1.4336702749355255,-0.9664676311216227,-0.963501779779227,-0.9661709312079065,-0.33763281517351196,-0.3391555291635763,-0.47491174141089276
17,-0.004008021397538822,-0.0016797316379477188,-0.013535617959520584,0.007241161256559474,0.006322465739487108,0.00609822098026846,0.006531151415660038,0.007585371389256564,0.00814496849395486,-0.0019617465830389486,0.012795866565865779,0.015426386472920746,0.014423028527316337,0.0074499652547733814,0.0039690011465651565,0.003792594663906763,0.0038664627580354527,0.008557494240730809,0.008927991934899307,0.013524710871913538,0.0,62.0,-5.0,89.0,22.0,23.0,23.0,13.0,20.0,-8.300000000000011,-0.02880175232836841,-0.5194714658172009,2.831317363688939,1.4893686291479877,-0.9566715376410776,-0.9542288189435997,-0.9560494511343233,-0.3002349564373776,-0.29909930514012617,-0.481499552563971
18,0.007114303016608637,-0.007452751925324796,-0.004617168648802947,0.0037447832902248214,-0.0035778213478839666,-0.0035703072683774305,-0.003997901169226355,-0.00533184930881311,-0.005891446413511347,0.004408530284765956,0.011867231752703905,0.015555465216885618,0.01437300986489473,0.007380945620990038,0.004051305382533127,0.0038697734170197585,0.00401618378869397,0.007676377183403838,0.00818486310699076,0.012072038976526976,37.0,44.0,12.0,61.5,9.0,8.0,7.0,-10.0,-10.0,-4.599999999999994,0.011288116826227823,-0.5542464598388638,2.7658941149815752,1.5183317733384682,-0.9622226572800532,-0.9596646925368985,-0.9622529389213581,-0.3265519681405833,-0.3281055363295211,-0.4666769774695451
19,-0.014279582217195158,0.0,0.003464873533786257,0.020490187555233144,-0.007619084476439405,-0.007815014956747891,-0.007406657497414397,-0.006775858787254142,-0.007909645756781141,-0.03228489981302083,0.012797706917199388,0.01473219259984774,0.012939107724959181,0.008935596357413677,0.004014896964273614,0.003988457396460227,0.003980304136990521,0.007771328331866336,0.008435002462635423,0.012341303589630146,-24.0,17.0,-18.0,136.0,-26.0,-26.0,-26.0,-69.0,-77.0,-11.099999999999994,-0.06889162148296464,-0.5542464598388638,2.8149615515120976,1.67874303347036,-0.9739779694567074,-0.9714957115340783,-0.9736804164237909,-0.3597945092393694,-0.3667805112487143,-0.5737289087070645
20,-0.00812278834360424,-0.0049522563184664185,-0.003850601600285257,-0.015328145694035449,-0.011323697538905216,-0.01130196484894069,-0.011321278668999905,-0.012256103251691275,-0.013706668043587182,-0.013211574279084782,0.011724532440301864,0.0136033386587081,0.012194369732655475,0.010469879630031084,0.005091208153122273,0.005073288183040223,0.005080401927071466,0.008601785515686383,0.009388255124753431,0.012447516720067607,-22.5,127.0,-16.0,84.0,-94.0,-93.0,-92.0,-53.0,-61.0,-11.099999999999994,-0.1139927242818854,-0.5772110785324147,2.760442177589295,1.5584345883714412,-0.9912844012723373,-0.9884428468543629,-0.9909848823560461,-0.41935406204136116,-0.4330804682530455,-0.6165496812020722
21,0.005647818017353602,0.009599170263823575,0.007686432924156291,0.012507269352393961,0.0064253808553708745,0.006626079602647883,0.0057834583396885715,0.002005444018350784,0.006305552563276647,-0.013388459513737029,0.011824487587033118,0.013768701034351823,0.01223919401537358,0.00968598666226082,0.005686021856444547,0.005661798016941343,0.005568886345631028,0.00865123001510185,0.009696363804874672,0.012292854060816184,-30.5,-32.0,-28.5,100.0,-46.0,-47.0,-49.0,-52.0,-46.0,-11.199999999999989,-0.08267251400485709,-0.5325941050706586,2.8694809254349005,1.656463691785375,-0.9814883077917921,-0.9785303714783473,-0.9821693997113123,-0.40965832088754855,-0.40269298795939373,-0.6593704536970799
22,0.0024749703262507594,-0.00014049877086683024,0.020087846203623198,0.006195457721786912,0.006172202206122862,0.0063708009062840645,0.006811435445220341,0.0,-0.0005715918989576533,0.0031055925581530666,0.00934609843006856,0.013668810809770213,0.011424615875669678,0.009651312618370388,0.0061538681687093085,0.006147485013407775,0.006130200317781487,0.00832628110608247,0.009518462497215727,0.01093772571208297,-16.0,-21.0,60.0,97.0,-47.0,-46.0,-48.0,-79.0,-77.0,-10.199999999999989,-0.06889162148296464,-0.5332502370333315,3.1584336072257546,1.705478243492342,-0.9720187507605984,-0.9689376533725259,-0.9717214202805167,-0.40965832088754855,-0.4054554861679075,-0.6494887369674628
23,-0.006764400088542037,-0.010168142966490535,0.0059858016360142844,-0.016987951003809787,0.004657078696447794,0.004856941234065178,0.004867219427675286,0.009683926432680135,0.008823168096722676,0.017418473175243403,0.00910651046188607,0.013998559120018055,0.01045983697254199,0.011600968450853875,0.006364836700173968,0.006375976362365718,0.006362182376735241,0.009074823622315127,0.010018051700635768,0.013621441538400962,-47.0,-40.0,88.0,24.0,-8.0,-6.0,-6.0,-26.0,-25.0,-7.699999999999989,-0.10647587381539861,-0.5804917383457792,3.245664605502239,1.5718021933824322,-0.9648349488748652,-0.9615832361580627,-0.9642119350646323,-0.36256472099760156,-0.36263676393594363,-0.5934923421662986
24,-0.0013583882550620954,0.011712544817864722,-0.012762936008857978,0.013049830583672956,-0.00869662920920974,-0.008887066531837996,-0.008692941415819385,-0.010829401930209067,-0.011112808478797214,-0.0010162602500665902,0.007790744526273081,0.014449370338105826,0.010835287417099108,0.011990179958348859,0.006938982829055298,0.006978852739862473,0.006937771976798986,0.008683765405533712,0.00952482875549259,0.013574921838152336,-18.0,43.0,45.0,-2.0,-13.0,-11.0,-12.0,-40.0,-36.0,-1.4000000000000057,-0.1139927242818854,-0.5260327854439298,3.06029873416471,1.6742871651333628,-0.978222943298277,-0.9750130415062128,-0.9775984087103392,-0.4151987444040129,-0.4165054790019627,-0.5967862477428381
25,-0.01690695972223119,-0.006333143397022585,-0.009870998903694932,-0.0220853886498317,-0.0008525149706437693,-0.0014888868006218533,-0.0010653031794743348,-0.005747142255567959,-0.003731883188611462,-0.01536915498206316,0.008935811111116795,0.01266861252007717,0.011259724931214087,0.014532038445814497,0.006797052910351143,0.00685521707123283,0.006824965221340437,0.007402521329802011,0.00802432212099077,0.013752636719122633,-37.0,33.0,29.0,-25.5,36.0,35.0,36.0,-17.0,-1.0,-1.8000000000000114,-0.20670054670188917,-0.5555587237642096,2.918548361965423,1.5016222670747295,-0.979529089095683,-0.9772513423975712,-0.979230905496401,-0.44290086198633466,-0.43446171735730243,-0.6461948313909239
26,-0.005545300716425264,-0.02907889482623325,-0.03771097966230253,-0.025535785998929906,-0.007061118457947871,-0.006406171812411516,-0.0074890689171843335,0.0,-0.002015259066956532,0.009249809012470323,0.007919683880309216,0.011319318778177358,0.015665360948234418,0.01662289179227731,0.007009094022465193,0.007031540622280238,0.007090333990849662,0.007327700494632331,0.00791596667089292,0.014414182418315227,-61.5,-238.0,-88.0,-157.0,-27.0,-26.0,-26.0,-24.0,-30.0,2.5999999999999943,-0.23676794856783634,-0.6887535121868049,2.3897104349142366,1.3066780273311112,-0.9903047919242828,-0.9868440605033927,-0.9906583829988338,-0.44290086198633466,-0.44413046108710075,-0.6165496812020722
27,0.005545300716425369,-0.005100193204840035,0.00019807863786660735,0.011316161611843827,-0.008626320475388305,-0.008173846326166833,-0.008411566904284804,-0.00839246714342453,-0.007230689493145947,-0.016503726830686384,0.008497183513238296,0.011298131937507151,0.015385919672929845,0.01691305483121316,0.006730840295755085,0.006749027563306569,0.006753344628935701,0.006678234369233858,0.007146400917724833,0.01487761171964596,-55.0,-272.0,-140.5,-140.5,-96.0,-94.0,-97.0,-53.0,-53.0,-1.1999999999999886,-0.20670054670188917,-0.7117181308803558,2.3924364036103767,1.3924534928183032,-1.003366249898343,-0.9989948367707665,-1.003391857930116,-0.4830689324807012,-0.47866168869352327,-0.6692521704266969
28,-0.021896984831249123,-0.013235487328250018,0.0037560585821140528,-0.010725145046176995,-0.002385342126358429,-0.002595157165839107,-0.0019512201312618048,-0.009049835519917927,-0.011385322225125352,-0.016251995976956233,0.00947343926335557,0.011626812745051323,0.015523759179413153,0.01705536364727495,0.006731018380617065,0.006746578119275664,0.006753862028337898,0.006875773290570875,0.007533905137383345,0.01474268793904443,-87.0,-290.0,-147.0,-117.0,-129.0,-129.0,-129.0,-118.0,-123.0,-7.700000000000017,-0.3244645373435156,-0.7707700075209153,2.4442298088370396,1.3111338956681082,-1.0069581508412095,-1.0028319240130952,-1.0063303521450273,-0.5260072147332999,-0.5325304037595424,-0.7203077068630528
29,0.000941619655261051,0.011188104337550124,-0.007128743060753263,-0.000738825301432315,0.0,0.0,0.0,0.0,0.0,0.0,0.009236719472761579,0.01263165716631216,0.015447796008455635,0.015050004391812971,0.006570702020727413,0.0065616881172185166,0.006607758511594707,0.00692045831632615,0.007522605811441872,0.012086945505578293,-82.0,-297.0,-131.0,-165.5,-88.0,-87.0,-88.0,-80.0,-84.0,-7.5,-0.31945330369919106,-0.7209039783577762,2.3460949357759944,1.305564060246862,-1.0069581508412095,-1.0028319240130952,-1.0063303521450273,-0.5260072147332999,-0.5325304037595424,-0.7203077068630528
30,0.006566627723888339,0.02272331652209778,0.017727468379194054,0.02553951289596178,0.0,-0.00021656740745171026,-0.0006512536863199109,-0.0052925733657687565,-0.004118864310839872,0.0005284015974993237,0.00976680765870457,0.015104597457335871,0.016818086395793203,0.017268691037933978,0.005741106777188762,0.005716279885173206,0.005770091576426172,0.006255241574013685,0.006629920252731926,0.011775780205893455,-31.0,-95.0,-60.0,-0.5,-84.0,-81.0,-86.0,-78.0,-85.0,-4.399999999999977,-0.2843746681889194,-0.6178912602181335,2.5914321184286067,1.5005082999904802,-1.0069581508412095,-1.0031516812832892,-1.0073098502166644,-0.5509391205573896,-0.551867891219139,-0.7186607540747828
31,0.017838999644252253,0.024734495360504136,0.007003919681819573,0.027710476410086705,-0.0036976659857970093,-0.003254151911677785,-0.0034805342945736953,-0.00561716185014347,-0.006210281677732967,-0.026768193539499517,0.011577231780343665,0.016920802149985325,0.016779342231782478,0.019133717044108475,0.005140176297744442,0.005070777971831324,0.005267514341096123,0.006071447879073794,0.005926138354189633,0.013667341474575306,19.5,283.0,55.0,184.5,-68.0,-66.0,-67.0,-97.0,-99.0,-11.199999999999989,-0.1879084205356722,-0.5030681667503789,2.6895669914896514,1.7177318814190836,-1.0125092704801852,-1.0079480403362,-1.012533839932062,-0.5772561322605952,-0.5808741224085339,-0.8010083934882594
32,-0.005757068290067639,0.0026490081715768625,0.015008940588500443,0.0007005254226932939,0.008678726636436977,0.008869717424610452,0.008678726636436977,0.01792320639577058,0.019389561615773224,0.009181809037423489,0.011523302721578836,0.016929675876127943,0.01612509776882055,0.01903938636128331,0.005623962161180899,0.0055654508790344654,0.005635099441731653,0.009111768680234604,0.00943856170747536,0.014171797291942026,-5.0,337.0,93.5,148.5,12.0,13.0,12.0,-7.0,-8.0,-6.300000000000011,-0.2192286308127005,-0.4906016594595941,2.902192549788582,1.7233017168403297,-0.9994478125061249,-0.9948379922582439,-0.9994738656435675,-0.4927646736345138,-0.4897116815275785,-0.7730101960876775
33,0.01966676696039576,0.00707599206325251,-0.0019116809492327753,0.0013995803544232636,-0.004329948310762273,-0.004749577149655348,-0.004763976095353514,-0.003208402927235506,-0.0023303243869135736,-0.024491020008295755,0.013378049647783165,0.016549966294053434,0.015894275994334565,0.018054830545684554,0.005178157164240733,0.005112935295234056,0.0051690212495280495,0.008181621634877118,0.008677408779861458,0.01332074970476452,85.0,478.0,79.0,190.0,3.0,3.0,-1.0,13.0,23.0,-7.699999999999989,-0.11148710745972314,-0.45713892936327705,2.8749328628271806,1.7344413876828222,-1.005978541493155,-1.001872652202513,-1.0066568515022396,-0.5080008383047908,-0.5007616743616337,-0.8471230715598064
34,0.0027137058715963258,-0.016027100779142753,-0.014649452422775943,-0.005610112890766788,-0.0006511123398777619,-0.0002164267944818663,-0.0002170845552864383,0.013349008439564438,0.011309385437512202,0.006042314455962662,0.013397130959715411,0.017172189245297002,0.01603924651924709,0.017754944654003603,0.004749715594973008,0.004660458475231539,0.0047718698184783526,0.009134885197142438,0.009193706280835035,0.013914206645209681,89.0,287.0,59.0,172.5,0.0,2.0,-2.0,59.0,62.0,-6.599999999999994,-0.09645340652674955,-0.5325941050706586,2.6677592419205305,1.6898827043128524,-1.0069581508412095,-1.002192409472707,-1.006983350859452,-0.44428596786545077,-0.44689295929561457,-0.8290065908888415
35,-0.013185005738891715,-0.003941446543964845,0.008892384132708289,-0.0014074597678797173,-0.0015209128407067314,-0.0026007817000573675,-0.0019558845744025045,-0.004622949579757355,-0.005493724963591518,0.006550241760718783,0.012908242797834322,0.017092826850239985,0.01621123514771881,0.015987669482256366,0.004738142827796031,0.004664860400700278,0.004762132995186903,0.009071247428796465,0.009276215140743317,0.014248491988210614,46.0,102.0,37.0,80.0,-7.0,-9.0,-8.0,61.0,57.0,-5.5,-0.16911629436945522,-0.5509658000254993,2.7931538019429767,1.67874303347036,-1.0092439059866702,-1.0060294967150356,-1.0099218450743632,-0.46644766193130816,-0.4731366922764957,-0.809243157429607
36,0.0072959739967712505,0.004081925577700089,-0.017081160638060193,-0.0025384303575576987,-0.0021767531450903135,-0.0015202522202585585,-0.0015238927516371048,0.0005790388117779071,0.0008694392664777153,0.011898463791614518,0.012857785338945086,0.01367904865248549,0.011684237690162315,0.012900286455547229,0.004392970227830829,0.004392352492233507,0.0043579839165345255,0.009076577174440052,0.009279373002032673,0.014568915114152087,23.5,-44.0,-25.0,-26.5,0.0,-1.0,1.0,82.0,81.0,1.6999999999999886,-0.129026425214859,-0.5319379731079857,2.553268556682645,1.6586916259538733,-1.0125092704801852,-1.0082677976063938,-1.0122073405748497,-0.463677450173076,-0.46899294496372496,-0.7730101960876775
37,-0.007295973996771183,0.006022005454504707,-0.0035301076078614524,-0.0028280561835172784,-0.005462703412867214,-0.005885575572742167,-0.006118900210257514,-0.009889551224165629,-0.008728597751179781,-0.004850454133749466,0.013100323754279782,0.013358177116311553,0.011778207235589705,0.012853098237654249,0.003907507016046152,0.004049084771062896,0.003994932914942381,0.009233434156068067,0.00941089188459639,0.013999810146803916,20.0,-20.0,-73.0,-39.0,-65.0,-69.0,-67.0,-13.0,-15.0,-0.9000000000000057,-0.16911629436945522,-0.5037242987130518,2.5042011201521226,1.6364122842688884,-1.0206726817139729,-1.0169012439016332,-1.021349322576796,-0.510771050063023,-0.510430418091432,-0.7878327711821034
38,-0.020809999513793403,-0.009398960964234974,-0.005516168439499064,-0.007961372730899544,-0.0006575342702657739,0.0,0.0,0.0032102756302481894,0.002626588406310868,0.01660900757182748,0.012894997948760664,0.0128362420010276,0.011884893642707322,0.012547674318367725,0.003885174330387365,0.004034069326672963,0.004001723337612697,0.0087874623438881,0.008650603148593648,0.014600218362633982,-68.0,-138.0,-82.0,-72.0,-48.0,-47.0,-45.0,9.0,2.0,6.699999999999989,-0.2818690513667571,-0.547685140212135,2.4278739966601988,1.5740301275509305,-1.0216522910620274,-1.0169012439016332,-1.021349322576796,-0.49553488539274604,-0.4979991761531199,-0.7367772347457481
39,-0.000935016430906643,0.0021119332031435513,0.018787245336220698,0.007961372730899585,0.004157100396530252,0.0041453097430670235,0.004156191042408817,0.0037807228399061523,0.004652523658415727,0.02932147230538663,0.012906319114956995,0.012662772191777406,0.012963084569638697,0.012528374509013222,0.004210665740192768,0.004344419047636339,0.004320626046825708,0.008837906023297218,0.008731633690510016,0.017395237743374245,-76.0,-8.0,4.0,-24.0,-26.0,-27.0,-25.0,-24.0,-21.0,11.200000000000017,-0.28688028501108165,-0.5378431607720418,2.6895669914896514,1.6364122842688884,-1.0154480985243488,-1.0108258557679464,-1.015145834789761,-0.4775285089642369,-0.47589919048500945,-0.6445478786026541
40,0.004200706293790559,-0.012596585780037743,-0.0011639186571005085,-0.012539349252735251,-0.0024046355449591065,-0.00261609043905128,-0.002841842550895983,-0.002033997504964354,-0.0034873618604156385,0.0,0.012806288337959387,0.01175427532119058,0.011819095753563094,0.011054559886230367,0.004243281813277234,0.004390418602696006,0.004379341757589036,0.00863704015665178,0.008691108724209381,0.0174023631646388,-38.0,-69.0,-22.0,-63.0,-30.0,-27.0,-29.0,-15.0,-14.0,10.0,-0.26432973361162126,-0.5962389054499283,2.6732111793128106,1.5383831808549546,-1.0190399994672155,-1.014662943010275,-1.0193903264335218,-0.4872242501180495,-0.49247417973609225,-0.6445478786026541
