target,pct_missing,pct_valid
target_96,0.09026007139214687,0.9097399286078531
target_97,0.09026007139214687,0.9097399286078531
target_98,0.09026007139214687,0.9097399286078531
target_99,0.17134115247322795,0.828658847526772
target_100,0.09026007139214687,0.9097399286078531
target_101,0.1055583885772565,0.8944416114227435
target_102,0.09026007139214687,0.9097399286078531
target_103,0.09026007139214687,0.9097399286078531
target_104,0.17134115247322795,0.828658847526772
target_105,0.09026007139214687,0.9097399286078531
target_106,0.06833248342682305,0.9316675165731769
target_107,0.098419173890872,0.901580826109128
target_108,0.05201427842937277,0.9479857215706272
target_109,0.16012238653748087,0.8398776134625191
target_110,0.16012238653748087,0.8398776134625191
target_111,0.16012238653748087,0.8398776134625191
target_112,0.16012238653748087,0.8398776134625191
target_113,0.11116777154513004,0.88883222845487
target_114,0.11116777154513004,0.88883222845487
target_115,0.11116777154513004,0.88883222845487
target_116,0.05201427842937277,0.9479857215706272
target_117,0.05201427842937277,0.9479857215706272
target_118,0.05201427842937277,0.9479857215706272
target_119,0.05201427842937277,0.9479857215706272
target_120,0.05201427842937277,0.9479857215706272
target_121,0.17644059153493116,0.8235594084650688
target_122,0.17644059153493116,0.8235594084650688
target_123,0.17644059153493116,0.8235594084650688
target_124,0.098419173890872,0.901580826109128
target_125,0.05201427842937277,0.9479857215706272
target_126,0.098419173890872,0.901580826109128
target_127,0.05201427842937277,0.9479857215706272
target_128,0.17644059153493116,0.8235594084650688
target_129,0.05201427842937277,0.9479857215706272
target_130,0.17644059153493116,0.8235594084650688
target_131,0.098419173890872,0.901580826109128
target_132,0.098419173890872,0.901580826109128
target_133,0.05201427842937277,0.9479857215706272
target_134,0.098419173890872,0.901580826109128
target_135,0.098419173890872,0.901580826109128
target_136,0.098419173890872,0.901580826109128
target_137,0.098419173890872,0.901580826109128
target_138,0.11116777154513004,0.88883222845487
target_139,0.098419173890872,0.901580826109128
target_140,0.17644059153493116,0.8235594084650688
target_141,0.05201427842937277,0.9479857215706272
target_142,0.098419173890872,0.901580826109128
target_143,0.098419173890872,0.901580826109128
target_144,0.10249872514023457,0.8975012748597654
target_145,0.11116777154513004,0.88883222845487
target_146,0.098419173890872,0.901580826109128
target_147,0.17644059153493116,0.8235594084650688
target_148,0.17644059153493116,0.8235594084650688
target_149,0.17644059153493116,0.8235594084650688
target_150,0.098419173890872,0.901580826109128
target_151,0.098419173890872,0.901580826109128
target_152,0.098419173890872,0.901580826109128
target_153,0.11116777154513004,0.88883222845487
target_154,0.17644059153493116,0.8235594084650688
target_155,0.05201427842937277,0.9479857215706272
target_156,0.098419173890872,0.901580826109128
target_157,0.098419173890872,0.901580826109128
target_158,0.098419173890872,0.901580826109128
target_159,0.17644059153493116,0.8235594084650688
target_160,0.098419173890872,0.901580826109128
target_161,0.05201427842937277,0.9479857215706272
target_162,0.05201427842937277,0.9479857215706272
target_163,0.098419173890872,0.901580826109128
target_164,0.098419173890872,0.901580826109128
target_165,0.098419173890872,0.901580826109128
target_166,0.098419173890872,0.901580826109128
target_167,0.098419173890872,0.901580826109128
target_168,0.098419173890872,0.901580826109128
target_169,0.05201427842937277,0.9479857215706272
target_170,0.05201427842937277,0.9479857215706272
target_171,0.11116777154513004,0.88883222845487
target_172,0.098419173890872,0.901580826109128
target_173,0.11167771545130036,0.8883222845486997
target_174,0.098419173890872,0.901580826109128
target_175,0.17644059153493116,0.8235594084650688
target_176,0.098419173890872,0.901580826109128
target_177,0.05201427842937277,0.9479857215706272
target_178,0.05201427842937277,0.9479857215706272
target_179,0.17644059153493116,0.8235594084650688
target_180,0.17644059153493116,0.8235594084650688
target_181,0.098419173890872,0.901580826109128
target_182,0.05201427842937277,0.9479857215706272
target_183,0.17644059153493116,0.8235594084650688
target_184,0.17644059153493116,0.8235594084650688
target_185,0.17644059153493116,0.8235594084650688
target_186,0.098419173890872,0.901580826109128
target_187,0.11116777154513004,0.88883222845487
target_188,0.05201427842937277,0.9479857215706272
target_189,0.05201427842937277,0.9479857215706272
target_190,0.098419173890872,0.901580826109128
target_191,0.098419173890872,0.901580826109128
target_192,0.098419173890872,0.901580826109128
target_193,0.098419173890872,0.901580826109128
target_194,0.17644059153493116,0.8235594084650688
target_195,0.098419173890872,0.901580826109128
target_196,0.05201427842937277,0.9479857215706272
target_197,0.11116777154513004,0.88883222845487
target_198,0.05201427842937277,0.9479857215706272
target_199,0.098419173890872,0.901580826109128
target_200,0.05201427842937277,0.9479857215706272
target_201,0.098419173890872,0.901580826109128
target_202,0.098419173890872,0.901580826109128
target_203,0.098419173890872,0.901580826109128
target_204,0.17644059153493116,0.8235594084650688
target_205,0.098419173890872,0.901580826109128
target_206,0.098419173890872,0.901580826109128
target_207,0.17644059153493116,0.8235594084650688
target_208,0.098419173890872,0.901580826109128
target_209,0.098419173890872,0.901580826109128
target_210,0.17644059153493116,0.8235594084650688
target_211,0.05201427842937277,0.9479857215706272
target_212,0.0,1.0
target_213,0.05201427842937277,0.9479857215706272
target_214,0.15961244263131055,0.8403875573686894
target_215,0.15961244263131055,0.8403875573686894
target_216,0.15961244263131055,0.8403875573686894
target_217,0.15961244263131055,0.8403875573686894
target_218,0.05201427842937277,0.9479857215706272
target_219,0.05201427842937277,0.9479857215706272
target_220,0.098419173890872,0.901580826109128
target_221,0.11218765935747067,0.8878123406425293
target_222,0.11218765935747067,0.8878123406425293
target_223,0.05201427842937277,0.9479857215706272
target_224,0.098419173890872,0.901580826109128
target_225,0.17848036715961244,0.8215196328403875
target_226,0.098419173890872,0.901580826109128
target_227,0.05201427842937277,0.9479857215706272
target_228,0.05201427842937277,0.9479857215706272
target_229,0.05201427842937277,0.9479857215706272
target_230,0.098419173890872,0.901580826109128
target_231,0.05201427842937277,0.9479857215706272
target_232,0.17848036715961244,0.8215196328403875
target_233,0.098419173890872,0.901580826109128
target_234,0.05201427842937277,0.9479857215706272
target_235,0.17848036715961244,0.8215196328403875
target_236,0.05201427842937277,0.9479857215706272
target_237,0.098419173890872,0.901580826109128
target_238,0.17848036715961244,0.8215196328403875
target_239,0.11218765935747067,0.8878123406425293
target_240,0.05201427842937277,0.9479857215706272
target_241,0.11218765935747067,0.8878123406425293
target_242,0.05201427842937277,0.9479857215706272
target_243,0.098419173890872,0.901580826109128
target_244,0.098419173890872,0.901580826109128
target_245,0.11218765935747067,0.8878123406425293
target_246,0.098419173890872,0.901580826109128
target_247,0.17848036715961244,0.8215196328403875
target_248,0.098419173890872,0.901580826109128
target_249,0.098419173890872,0.901580826109128
target_250,0.098419173890872,0.901580826109128
target_251,0.05201427842937277,0.9479857215706272
target_252,0.17848036715961244,0.8215196328403875
target_253,0.098419173890872,0.901580826109128
target_254,0.11218765935747067,0.8878123406425293
target_255,0.098419173890872,0.901580826109128
target_256,0.17848036715961244,0.8215196328403875
target_257,0.098419173890872,0.901580826109128
target_258,0.098419173890872,0.901580826109128
target_259,0.098419173890872,0.901580826109128
target_260,0.11218765935747067,0.8878123406425293
target_261,0.17848036715961244,0.8215196328403875
target_262,0.17848036715961244,0.8215196328403875
target_263,0.098419173890872,0.901580826109128
target_264,0.098419173890872,0.901580826109128
target_265,0.05201427842937277,0.9479857215706272
target_266,0.098419173890872,0.901580826109128
target_267,0.098419173890872,0.901580826109128
target_268,0.05201427842937277,0.9479857215706272
target_269,0.17848036715961244,0.8215196328403875
target_270,0.17848036715961244,0.8215196328403875
target_271,0.098419173890872,0.901580826109128
target_272,0.098419173890872,0.901580826109128
target_273,0.098419173890872,0.901580826109128
target_274,0.098419173890872,0.901580826109128
target_275,0.11218765935747067,0.8878123406425293
target_276,0.17848036715961244,0.8215196328403875
target_277,0.05201427842937277,0.9479857215706272
target_278,0.098419173890872,0.901580826109128
target_279,0.098419173890872,0.901580826109128
target_280,0.11218765935747067,0.8878123406425293
target_281,0.11218765935747067,0.8878123406425293
target_282,0.098419173890872,0.901580826109128
target_283,0.05201427842937277,0.9479857215706272
target_284,0.11218765935747067,0.8878123406425293
target_285,0.17848036715961244,0.8215196328403875
target_286,0.17848036715961244,0.8215196328403875
target_287,0.098419173890872,0.901580826109128
target_288,0.17848036715961244,0.8215196328403875
target_289,0.098419173890872,0.901580826109128
target_290,0.17848036715961244,0.8215196328403875
target_291,0.098419173890872,0.901580826109128
target_292,0.098419173890872,0.901580826109128
target_293,0.098419173890872,0.901580826109128
target_294,0.098419173890872,0.901580826109128
target_295,0.05201427842937277,0.9479857215706272
target_296,0.098419173890872,0.901580826109128
target_297,0.098419173890872,0.901580826109128
target_298,0.098419173890872,0.901580826109128
target_299,0.05201427842937277,0.9479857215706272
target_300,0.098419173890872,0.901580826109128
target_301,0.11218765935747067,0.8878123406425293
target_302,0.17848036715961244,0.8215196328403875
target_303,0.17848036715961244,0.8215196328403875
target_304,0.098419173890872,0.901580826109128
target_305,0.098419173890872,0.901580826109128
target_306,0.05201427842937277,0.9479857215706272
target_307,0.10300866904640489,0.8969913309535951
target_308,0.11218765935747067,0.8878123406425293
target_309,0.098419173890872,0.901580826109128
target_310,0.11218765935747067,0.8878123406425293
target_311,0.098419173890872,0.901580826109128
target_312,0.11218765935747067,0.8878123406425293
target_313,0.098419173890872,0.901580826109128
target_314,0.098419173890872,0.901580826109128
target_315,0.098419173890872,0.901580826109128
target_316,0.098419173890872,0.901580826109128
target_317,0.17848036715961244,0.8215196328403875
target_318,0.0,1.0
target_319,0.05201427842937277,0.9479857215706272
target_320,0.1580826109127996,0.8419173890872004
target_321,0.05201427842937277,0.9479857215706272
target_322,0.05201427842937277,0.9479857215706272
target_323,0.05201427842937277,0.9479857215706272
target_324,0.1580826109127996,0.8419173890872004
target_325,0.098419173890872,0.901580826109128
target_326,0.17542070372259053,0.8245792962774094
target_327,0.098419173890872,0.901580826109128
target_328,0.17542070372259053,0.8245792962774094
target_329,0.17542070372259053,0.8245792962774094
target_330,0.05201427842937277,0.9479857215706272
target_331,0.17542070372259053,0.8245792962774094
target_332,0.098419173890872,0.901580826109128
target_333,0.098419173890872,0.901580826109128
target_334,0.098419173890872,0.901580826109128
target_335,0.098419173890872,0.901580826109128
target_336,0.05201427842937277,0.9479857215706272
target_337,0.05201427842937277,0.9479857215706272
target_338,0.17542070372259053,0.8245792962774094
target_339,0.098419173890872,0.901580826109128
target_340,0.17542070372259053,0.8245792962774094
target_341,0.17542070372259053,0.8245792962774094
target_342,0.098419173890872,0.901580826109128
target_343,0.098419173890872,0.901580826109128
target_344,0.098419173890872,0.901580826109128
target_345,0.05201427842937277,0.9479857215706272
target_346,0.17542070372259053,0.8245792962774094
target_347,0.098419173890872,0.901580826109128
target_348,0.11218765935747067,0.8878123406425293
target_349,0.098419173890872,0.901580826109128
target_350,0.098419173890872,0.901580826109128
target_351,0.11218765935747067,0.8878123406425293
target_352,0.098419173890872,0.901580826109128
target_353,0.098419173890872,0.901580826109128
target_354,0.098419173890872,0.901580826109128
target_355,0.098419173890872,0.901580826109128
target_356,0.17542070372259053,0.8245792962774094
target_357,0.098419173890872,0.901580826109128
target_358,0.098419173890872,0.901580826109128
target_359,0.098419173890872,0.901580826109128
target_360,0.098419173890872,0.901580826109128
target_361,0.098419173890872,0.901580826109128
target_362,0.17542070372259053,0.8245792962774094
target_363,0.11218765935747067,0.8878123406425293
target_364,0.17542070372259053,0.8245792962774094
target_365,0.098419173890872,0.901580826109128
target_366,0.098419173890872,0.901580826109128
target_367,0.05201427842937277,0.9479857215706272
target_368,0.11218765935747067,0.8878123406425293
target_369,0.098419173890872,0.901580826109128
target_370,0.17542070372259053,0.8245792962774094
target_371,0.11218765935747067,0.8878123406425293
target_372,0.11218765935747067,0.8878123406425293
target_373,0.098419173890872,0.901580826109128
target_374,0.05201427842937277,0.9479857215706272
target_375,0.11218765935747067,0.8878123406425293
target_376,0.098419173890872,0.901580826109128
target_377,0.098419173890872,0.901580826109128
target_378,0.17542070372259053,0.8245792962774094
target_379,0.098419173890872,0.901580826109128
target_380,0.098419173890872,0.901580826109128
target_381,0.05201427842937277,0.9479857215706272
target_382,0.11218765935747067,0.8878123406425293
target_383,0.05201427842937277,0.9479857215706272
target_384,0.098419173890872,0.901580826109128
target_385,0.17542070372259053,0.8245792962774094
target_386,0.05201427842937277,0.9479857215706272
target_387,0.17542070372259053,0.8245792962774094
target_388,0.098419173890872,0.901580826109128
target_389,0.098419173890872,0.901580826109128
target_390,0.17542070372259053,0.8245792962774094
target_391,0.098419173890872,0.901580826109128
target_392,0.05201427842937277,0.9479857215706272
target_393,0.098419173890872,0.901580826109128
target_394,0.098419173890872,0.901580826109128
target_395,0.098419173890872,0.901580826109128
target_396,0.098419173890872,0.901580826109128
target_397,0.098419173890872,0.901580826109128
target_398,0.17542070372259053,0.8245792962774094
target_399,0.10351861295257522,0.8964813870474247
target_400,0.05201427842937277,0.9479857215706272
target_401,0.098419173890872,0.901580826109128
target_402,0.11218765935747067,0.8878123406425293
target_403,0.17542070372259053,0.8245792962774094
target_404,0.18867924528301888,0.8113207547169812
target_405,0.05201427842937277,0.9479857215706272
target_406,0.05201427842937277,0.9479857215706272
target_407,0.11218765935747067,0.8878123406425293
target_408,0.05201427842937277,0.9479857215706272
target_409,0.05201427842937277,0.9479857215706272
target_410,0.05201427842937277,0.9479857215706272
target_411,0.098419173890872,0.901580826109128
target_412,0.098419173890872,0.901580826109128
target_413,0.11218765935747067,0.8878123406425293
target_414,0.17542070372259053,0.8245792962774094
target_415,0.05201427842937277,0.9479857215706272
target_416,0.098419173890872,0.901580826109128
target_417,0.11218765935747067,0.8878123406425293
target_418,0.05201427842937277,0.9479857215706272
target_419,0.05201427842937277,0.9479857215706272
target_420,0.17542070372259053,0.8245792962774094
target_421,0.098419173890872,0.901580826109128
target_422,0.11218765935747067,0.8878123406425293
target_423,0.098419173890872,0.901580826109128
