target,lag,pair,pct_missing,pct_valid,tipo
target_67,1,JPX_Gold_Standard_Futures_Close - US_Stock_HAL_adj_close,0.17134115247322795,0.828658847526772,individual
target_68,1,FX_EURUSD - JPX_Gold_Standard_Futures_Close,0.1055583885772565,0.8944416114227435,individual
target_69,1,LME_CA_Close - FX_NZDCHF,0.04385517593064763,0.9561448240693524,individual
target_70,1,FX_USDCHF - JPX_Gold_Standard_Futures_Close,0.1055583885772565,0.8944416114227435,individual
target_71,1,FX_EURNZD - JPX_Gold_Standard_Futures_Close,0.1055583885772565,0.8944416114227435,individual
target_72,1,LME_AH_Close - US_Stock_TD_adj_close,0.09026007139214687,0.9097399286078531,individual
target_73,1,LME_CA_Close - US_Stock_RY_adj_close,0.09026007139214687,0.9097399286078531,individual
target_74,1,FX_ZAREUR - LME_CA_Close,0.04385517593064763,0.9561448240693524,individual
target_75,1,LME_ZS_Close - US_Stock_XLB_adj_close,0.09026007139214687,0.9097399286078531,individual
target_76,1,LME_ZS_Close - FX_EURGBP,0.04385517593064763,0.9561448240693524,individual
target_77,1,LME_PB_Close - US_Stock_VALE_adj_close,0.09026007139214687,0.9097399286078531,individual
target_78,1,US_Stock_CLF_adj_close - JPX_Platinum_Standard_Futures_Close,0.17134115247322795,0.828658847526772,individual
target_79,1,LME_ZS_Close - US_Stock_DVN_adj_close,0.09026007139214687,0.9097399286078531,individual
target_80,1,JPX_Gold_Standard_Futures_Close - US_Stock_ACWI_adj_close,0.17134115247322795,0.828658847526772,individual
target_81,1,FX_GBPUSD - JPX_Gold_Standard_Futures_Close,0.1055583885772565,0.8944416114227435,individual
target_82,1,JPX_Gold_Standard_Futures_Close - US_Stock_X_adj_close,0.18306986231514533,0.8169301376848547,individual
target_83,1,US_Stock_MPC_adj_close - LME_PB_Close,0.09026007139214687,0.9097399286078531,individual
target_84,1,FX_NOKJPY - LME_ZS_Close,0.04385517593064763,0.9561448240693524,individual
target_85,1,JPX_Gold_Standard_Futures_Close - US_Stock_CVE_adj_close,0.17134115247322795,0.828658847526772,individual
target_86,1,LME_AH_Close - FX_EURCHF,0.04385517593064763,0.9561448240693524,individual
target_87,1,FX_EURJPY - LME_ZS_Close,0.04385517593064763,0.9561448240693524,individual
target_88,1,LME_AH_Close - US_Stock_NEM_adj_close,0.09026007139214687,0.9097399286078531,individual
target_89,1,LME_AH_Close - FX_GBPNZD,0.04385517593064763,0.9561448240693524,individual
target_90,1,US_Stock_LYB_adj_close - LME_AH_Close,0.09026007139214687,0.9097399286078531,individual
target_91,1,US_Stock_NUE_adj_close - LME_AH_Close,0.09026007139214687,0.9097399286078531,individual
target_92,1,JPX_Platinum_Standard_Futures_Close - US_Stock_EFA_adj_close,0.17134115247322795,0.828658847526772,individual
target_93,1,LME_AH_Close - US_Stock_XLE_adj_close,0.09026007139214687,0.9097399286078531,individual
target_94,1,US_Stock_EWJ_adj_close - LME_AH_Close,0.09026007139214687,0.9097399286078531,individual
target_95,1,LME_AH_Close - US_Stock_TRGP_adj_close,0.09026007139214687,0.9097399286078531,individual
target_96,1,US_Stock_EWT_adj_close - LME_PB_Close,0.09026007139214687,0.9097399286078531,individual
target_97,1,LME_PB_Close - US_Stock_WMB_adj_close,0.09026007139214687,0.9097399286078531,individual
target_98,1,LME_CA_Close - US_Stock_XOM_adj_close,0.09026007139214687,0.9097399286078531,individual
target_99,1,JPX_Gold_Standard_Futures_Close - US_Stock_KMI_adj_close,0.17134115247322795,0.828658847526772,individual
target_100,1,US_Stock_SCCO_adj_close - LME_AH_Close,0.09026007139214687,0.9097399286078531,individual
target_101,1,JPX_Platinum_Standard_Futures_Close - FX_AUDUSD,0.1055583885772565,0.8944416114227435,individual
target_102,1,LME_ZS_Close - US_Stock_IEF_adj_close,0.09026007139214687,0.9097399286078531,individual
target_103,1,US_Stock_SPYV_adj_close - LME_CA_Close,0.09026007139214687,0.9097399286078531,individual
target_104,1,US_Stock_WPM_adj_close - JPX_Gold_Standard_Futures_Close,0.17134115247322795,0.828658847526772,individual
target_105,1,US_Stock_IAU_adj_close - LME_CA_Close,0.09026007139214687,0.9097399286078531,individual
target_106,2,US_Stock_VXUS_adj_close,0.06833248342682305,0.9316675165731769,individual
target_107,2,LME_ZS_Close - US_Stock_VXUS_adj_close,0.098419173890872,0.901580826109128,individual
target_108,2,LME_ZS_Close - LME_PB_Close,0.05201427842937277,0.9479857215706272,individual
target_109,2,LME_AH_Close - JPX_Gold_Standard_Futures_Close,0.16012238653748087,0.8398776134625191,individual
target_110,2,JPX_Platinum_Standard_Futures_Close - LME_AH_Close,0.16012238653748087,0.8398776134625191,individual
target_111,2,JPX_Gold_Standard_Futures_Close - LME_ZS_Close,0.16012238653748087,0.8398776134625191,individual
target_112,2,JPX_Gold_Standard_Futures_Close - LME_CA_Close,0.16012238653748087,0.8398776134625191,individual
target_113,2,JPX_Gold_Standard_Futures_Close - FX_AUDCAD,0.11116777154513004,0.88883222845487,individual
target_114,2,JPX_Platinum_Standard_Futures_Close - FX_NZDCHF,0.11116777154513004,0.88883222845487,individual
target_115,2,FX_ZARGBP - JPX_Gold_Standard_Futures_Close,0.11116777154513004,0.88883222845487,individual
target_116,2,LME_ZS_Close - FX_USDJPY,0.05201427842937277,0.9479857215706272,individual
target_117,2,LME_CA_Close - FX_ZAREUR,0.05201427842937277,0.9479857215706272,individual
target_118,2,FX_EURCAD - LME_ZS_Close,0.05201427842937277,0.9479857215706272,individual
target_119,2,LME_CA_Close - FX_CADCHF,0.05201427842937277,0.9479857215706272,individual
target_120,2,LME_AH_Close - FX_AUDCHF,0.05201427842937277,0.9479857215706272,individual
target_121,2,US_Stock_EOG_adj_close - JPX_Gold_Standard_Futures_Close,0.17644059153493116,0.8235594084650688,individual
target_122,2,US_Stock_EWJ_adj_close - JPX_Gold_Standard_Futures_Close,0.17644059153493116,0.8235594084650688,individual
target_123,2,JPX_Platinum_Standard_Futures_Close - US_Stock_XOM_adj_close,0.17644059153493116,0.8235594084650688,individual
target_124,2,LME_ZS_Close - US_Stock_AMP_adj_close,0.098419173890872,0.901580826109128,individual
target_125,2,FX_GBPNZD - LME_CA_Close,0.05201427842937277,0.9479857215706272,individual
target_126,2,LME_AH_Close - US_Stock_WMB_adj_close,0.098419173890872,0.901580826109128,individual
target_127,2,LME_ZS_Close - FX_EURCHF,0.05201427842937277,0.9479857215706272,individual
target_128,2,JPX_Platinum_Standard_Futures_Close - US_Stock_EWY_adj_close,0.17644059153493116,0.8235594084650688,individual
target_129,2,FX_ZARJPY - LME_PB_Close,0.05201427842937277,0.9479857215706272,individual
target_130,2,JPX_Platinum_Standard_Futures_Close - US_Stock_BKR_adj_close,0.17644059153493116,0.8235594084650688,individual
target_131,2,LME_ZS_Close - US_Stock_VGIT_adj_close,0.098419173890872,0.901580826109128,individual
target_132,2,US_Stock_EWZ_adj_close - LME_ZS_Close,0.098419173890872,0.901580826109128,individual
target_133,2,LME_PB_Close - FX_NOKCHF,0.05201427842937277,0.9479857215706272,individual
target_134,2,US_Stock_JNK_adj_close - LME_ZS_Close,0.098419173890872,0.901580826109128,individual
target_135,2,US_Stock_MS_adj_close - LME_PB_Close,0.098419173890872,0.901580826109128,individual
target_136,2,LME_ZS_Close - US_Stock_TIP_adj_close,0.098419173890872,0.901580826109128,individual
target_137,2,LME_AH_Close - US_Stock_EFA_adj_close,0.098419173890872,0.901580826109128,individual
target_138,2,FX_EURUSD - JPX_Gold_Standard_Futures_Close,0.11116777154513004,0.88883222845487,individual
target_139,2,US_Stock_DVN_adj_close - LME_ZS_Close,0.098419173890872,0.901580826109128,individual
target_140,2,JPX_Platinum_Standard_Futures_Close - US_Stock_CCJ_adj_close,0.17644059153493116,0.8235594084650688,individual
target_141,2,LME_PB_Close - FX_NOKGBP,0.05201427842937277,0.9479857215706272,individual
target_142,2,LME_ZS_Close - US_Stock_OXY_adj_close,0.098419173890872,0.901580826109128,individual
target_143,2,LME_ZS_Close - US_Stock_STLD_adj_close,0.098419173890872,0.901580826109128,individual
target_144,2,LME_PB_Close - US_Stock_HES_adj_close,0.10249872514023457,0.8975012748597654,individual
target_145,2,FX_ZARCHF - JPX_Gold_Standard_Futures_Close,0.11116777154513004,0.88883222845487,individual
target_146,2,US_Stock_XLE_adj_close - LME_PB_Close,0.098419173890872,0.901580826109128,individual
target_147,2,JPX_Platinum_Standard_Futures_Close - US_Stock_ALB_adj_close,0.17644059153493116,0.8235594084650688,individual
target_148,2,US_Stock_IEMG_adj_close - JPX_Platinum_Standard_Futures_Close,0.17644059153493116,0.8235594084650688,individual
target_149,2,JPX_Platinum_Standard_Futures_Close - US_Stock_KMI_adj_close,0.17644059153493116,0.8235594084650688,individual
target_150,2,LME_AH_Close - US_Stock_WPM_adj_close,0.098419173890872,0.901580826109128,individual
target_151,2,LME_CA_Close - US_Stock_VALE_adj_close,0.098419173890872,0.901580826109128,individual
target_152,2,US_Stock_ENB_adj_close - LME_PB_Close,0.098419173890872,0.901580826109128,individual
target_153,2,FX_EURJPY - JPX_Gold_Standard_Futures_Close,0.11116777154513004,0.88883222845487,individual
target_154,2,US_Stock_OKE_adj_close - JPX_Gold_Standard_Futures_Close,0.17644059153493116,0.8235594084650688,individual
target_155,2,FX_CADUSD - LME_AH_Close,0.05201427842937277,0.9479857215706272,individual
target_156,2,LME_CA_Close - US_Stock_RY_adj_close,0.098419173890872,0.901580826109128,individual
target_157,2,US_Stock_TECK_adj_close - LME_CA_Close,0.098419173890872,0.901580826109128,individual
target_158,2,LME_PB_Close - US_Stock_SLB_adj_close,0.098419173890872,0.901580826109128,individual
target_159,2,US_Stock_SPYV_adj_close - JPX_Platinum_Standard_Futures_Close,0.17644059153493116,0.8235594084650688,individual
target_160,2,LME_AH_Close - US_Stock_EEM_adj_close,0.098419173890872,0.901580826109128,individual
target_161,2,LME_PB_Close - FX_AUDUSD,0.05201427842937277,0.9479857215706272,individual
target_162,2,FX_NOKEUR - LME_PB_Close,0.05201427842937277,0.9479857215706272,individual
target_163,2,LME_PB_Close - US_Stock_URA_adj_close,0.098419173890872,0.901580826109128,individual
target_164,2,LME_AH_Close - US_Stock_VWO_adj_close,0.098419173890872,0.901580826109128,individual
target_165,2,LME_CA_Close - US_Stock_TRGP_adj_close,0.098419173890872,0.901580826109128,individual
target_166,2,US_Stock_IAU_adj_close - LME_ZS_Close,0.098419173890872,0.901580826109128,individual
target_167,2,LME_ZS_Close - US_Stock_VTV_adj_close,0.098419173890872,0.901580826109128,individual
target_168,2,US_Stock_IEF_adj_close - LME_PB_Close,0.098419173890872,0.901580826109128,individual
target_169,2,LME_CA_Close - FX_NZDUSD,0.05201427842937277,0.9479857215706272,individual
target_170,2,LME_PB_Close - FX_NOKJPY,0.05201427842937277,0.9479857215706272,individual
target_171,2,JPX_Platinum_Standard_Futures_Close - FX_EURGBP,0.11116777154513004,0.88883222845487,individual
target_172,2,LME_ZS_Close - US_Stock_TD_adj_close,0.098419173890872,0.901580826109128,individual
target_173,2,US_Stock_X_adj_close - LME_PB_Close,0.11167771545130036,0.8883222845486997,individual
target_174,2,US_Stock_COP_adj_close - LME_PB_Close,0.098419173890872,0.901580826109128,individual
target_175,2,JPX_Platinum_Standard_Futures_Close - US_Stock_ACWI_adj_close,0.17644059153493116,0.8235594084650688,individual
target_176,2,LME_AH_Close - US_Stock_OIH_adj_close,0.098419173890872,0.901580826109128,individual
target_177,2,FX_NOKUSD - LME_AH_Close,0.05201427842937277,0.9479857215706272,individual
target_178,2,FX_CHFJPY - LME_ZS_Close,0.05201427842937277,0.9479857215706272,individual
target_179,2,JPX_Platinum_Standard_Futures_Close - US_Stock_SLV_adj_close,0.17644059153493116,0.8235594084650688,individual
target_180,2,US_Stock_CVX_adj_close - JPX_Platinum_Standard_Futures_Close,0.17644059153493116,0.8235594084650688,individual
target_181,2,US_Stock_CVE_adj_close - LME_AH_Close,0.098419173890872,0.901580826109128,individual
target_182,2,FX_AUDJPY - LME_ZS_Close,0.05201427842937277,0.9479857215706272,individual
target_183,2,JPX_Gold_Standard_Futures_Close - US_Stock_NUE_adj_close,0.17644059153493116,0.8235594084650688,individual
target_184,2,JPX_Gold_Standard_Futures_Close - US_Stock_VT_adj_close,0.17644059153493116,0.8235594084650688,individual
target_185,2,US_Stock_NEM_adj_close - JPX_Gold_Standard_Futures_Close,0.17644059153493116,0.8235594084650688,individual
target_186,2,US_Stock_XLB_adj_close - LME_ZS_Close,0.098419173890872,0.901580826109128,individual
target_187,2,FX_CADJPY - JPX_Platinum_Standard_Futures_Close,0.11116777154513004,0.88883222845487,individual
target_188,2,FX_USDCHF - LME_PB_Close,0.05201427842937277,0.9479857215706272,individual
target_189,2,FX_GBPJPY - LME_CA_Close,0.05201427842937277,0.9479857215706272,individual
target_190,2,LME_AH_Close - US_Stock_VGK_adj_close,0.098419173890872,0.901580826109128,individual
target_191,2,US_Stock_EWT_adj_close - LME_AH_Close,0.098419173890872,0.901580826109128,individual
target_192,2,US_Stock_MPC_adj_close - LME_CA_Close,0.098419173890872,0.901580826109128,individual
target_193,2,LME_PB_Close - US_Stock_CLF_adj_close,0.098419173890872,0.901580826109128,individual
target_194,2,JPX_Platinum_Standard_Futures_Close - US_Stock_BNDX_adj_close,0.17644059153493116,0.8235594084650688,individual
target_195,2,US_Stock_HL_adj_close - LME_AH_Close,0.098419173890872,0.901580826109128,individual
target_196,2,FX_EURAUD - LME_AH_Close,0.05201427842937277,0.9479857215706272,individual
target_197,2,JPX_Platinum_Standard_Futures_Close - FX_ZARUSD,0.11116777154513004,0.88883222845487,individual
target_198,2,LME_AH_Close - FX_GBPUSD,0.05201427842937277,0.9479857215706272,individual
target_199,2,LME_CA_Close - US_Stock_LYB_adj_close,0.098419173890872,0.901580826109128,individual
target_200,2,FX_NZDJPY - LME_CA_Close,0.05201427842937277,0.9479857215706272,individual
target_201,2,US_Stock_SCCO_adj_close - LME_AH_Close,0.098419173890872,0.901580826109128,individual
target_202,2,LME_ZS_Close - US_Stock_VYM_adj_close,0.098419173890872,0.901580826109128,individual
target_203,2,LME_ZS_Close - US_Stock_CAT_adj_close,0.098419173890872,0.901580826109128,individual
target_204,2,JPX_Platinum_Standard_Futures_Close - US_Stock_DE_adj_close,0.17644059153493116,0.8235594084650688,individual
target_205,2,US_Stock_GLD_adj_close - LME_PB_Close,0.098419173890872,0.901580826109128,individual
target_206,2,US_Stock_RIO_adj_close - LME_PB_Close,0.098419173890872,0.901580826109128,individual
target_207,2,JPX_Gold_Standard_Futures_Close - US_Stock_RSP_adj_close,0.17644059153493116,0.8235594084650688,individual
target_208,2,US_Stock_HAL_adj_close - LME_CA_Close,0.098419173890872,0.901580826109128,individual
target_209,2,LME_PB_Close - US_Stock_FCX_adj_close,0.098419173890872,0.901580826109128,individual
target_210,2,US_Stock_VEA_adj_close - JPX_Platinum_Standard_Futures_Close,0.17644059153493116,0.8235594084650688,individual
target_211,2,FX_EURNZD - LME_PB_Close,0.05201427842937277,0.9479857215706272,individual
target_212,3,FX_ZARUSD,0.0,1.0,individual
target_213,3,LME_PB_Close - FX_ZARUSD,0.05201427842937277,0.9479857215706272,individual
target_214,3,LME_CA_Close - JPX_Gold_Standard_Futures_Close,0.15961244263131055,0.8403875573686894,individual
target_215,3,LME_PB_Close - JPX_Gold_Standard_Futures_Close,0.15961244263131055,0.8403875573686894,individual
target_216,3,LME_AH_Close - JPX_Platinum_Standard_Futures_Close,0.15961244263131055,0.8403875573686894,individual
target_217,3,JPX_Gold_Standard_Futures_Close - LME_AH_Close,0.15961244263131055,0.8403875573686894,individual
target_218,3,LME_ZS_Close - LME_PB_Close,0.05201427842937277,0.9479857215706272,individual
target_219,3,LME_ZS_Close - FX_NOKUSD,0.05201427842937277,0.9479857215706272,individual
target_220,3,LME_AH_Close - US_Stock_BNDX_adj_close,0.098419173890872,0.901580826109128,individual
target_221,3,FX_ZARCHF - JPX_Platinum_Standard_Futures_Close,0.11218765935747067,0.8878123406425293,individual
target_222,3,JPX_Gold_Standard_Futures_Close - FX_ZARGBP,0.11218765935747067,0.8878123406425293,individual
target_223,3,LME_CA_Close - FX_NZDJPY,0.05201427842937277,0.9479857215706272,individual
target_224,3,US_Stock_OXY_adj_close - LME_AH_Close,0.098419173890872,0.901580826109128,individual
target_225,3,US_Stock_XOM_adj_close - JPX_Gold_Standard_Futures_Close,0.17848036715961244,0.8215196328403875,individual
target_226,3,LME_AH_Close - US_Stock_EWZ_adj_close,0.098419173890872,0.901580826109128,individual
target_227,3,FX_EURAUD - LME_PB_Close,0.05201427842937277,0.9479857215706272,individual
target_228,3,LME_ZS_Close - FX_GBPUSD,0.05201427842937277,0.9479857215706272,individual
target_229,3,LME_CA_Close - FX_GBPJPY,0.05201427842937277,0.9479857215706272,individual
target_230,3,LME_AH_Close - US_Stock_ALB_adj_close,0.098419173890872,0.901580826109128,individual
target_231,3,LME_PB_Close - FX_USDJPY,0.05201427842937277,0.9479857215706272,individual
target_232,3,JPX_Gold_Standard_Futures_Close - US_Stock_SPYV_adj_close,0.17848036715961244,0.8215196328403875,individual
target_233,3,US_Stock_EWJ_adj_close - LME_ZS_Close,0.098419173890872,0.901580826109128,individual
target_234,3,LME_ZS_Close - FX_NOKGBP,0.05201427842937277,0.9479857215706272,individual
target_235,3,JPX_Platinum_Standard_Futures_Close - US_Stock_TRGP_adj_close,0.17848036715961244,0.8215196328403875,individual
target_236,3,LME_PB_Close - FX_CHFJPY,0.05201427842937277,0.9479857215706272,individual
target_237,3,LME_ZS_Close - US_Stock_WPM_adj_close,0.098419173890872,0.901580826109128,individual
target_238,3,US_Stock_ENB_adj_close - JPX_Gold_Standard_Futures_Close,0.17848036715961244,0.8215196328403875,individual
target_239,3,FX_AUDUSD - JPX_Platinum_Standard_Futures_Close,0.11218765935747067,0.8878123406425293,individual
target_240,3,FX_NOKJPY - LME_PB_Close,0.05201427842937277,0.9479857215706272,individual
target_241,3,LME_CA_Close - US_Stock_X_adj_close,0.11218765935747067,0.8878123406425293,individual
target_242,3,LME_ZS_Close - FX_EURNZD,0.05201427842937277,0.9479857215706272,individual
target_243,3,LME_PB_Close - US_Stock_VTV_adj_close,0.098419173890872,0.901580826109128,individual
target_244,3,US_Stock_DVN_adj_close - LME_PB_Close,0.098419173890872,0.901580826109128,individual
target_245,3,FX_GBPNZD - JPX_Platinum_Standard_Futures_Close,0.11218765935747067,0.8878123406425293,individual
target_246,3,US_Stock_SCCO_adj_close - LME_AH_Close,0.098419173890872,0.901580826109128,individual
target_247,3,JPX_Platinum_Standard_Futures_Close - US_Stock_CVE_adj_close,0.17848036715961244,0.8215196328403875,individual
target_248,3,LME_AH_Close - US_Stock_NEM_adj_close,0.098419173890872,0.901580826109128,individual
target_249,3,LME_ZS_Close - US_Stock_VALE_adj_close,0.098419173890872,0.901580826109128,individual
target_250,3,US_Stock_VXUS_adj_close - LME_CA_Close,0.098419173890872,0.901580826109128,individual
target_251,3,LME_CA_Close - FX_EURUSD,0.05201427842937277,0.9479857215706272,individual
target_252,3,JPX_Gold_Standard_Futures_Close - US_Stock_COP_adj_close,0.17848036715961244,0.8215196328403875,individual
target_253,3,LME_AH_Close - US_Stock_XLB_adj_close,0.098419173890872,0.901580826109128,individual
target_254,3,FX_CADCHF - JPX_Platinum_Standard_Futures_Close,0.11218765935747067,0.8878123406425293,individual
target_255,3,US_Stock_NUE_adj_close - LME_CA_Close,0.098419173890872,0.901580826109128,individual
target_256,3,US_Stock_ACWI_adj_close - JPX_Platinum_Standard_Futures_Close,0.17848036715961244,0.8215196328403875,individual
target_257,3,LME_CA_Close - US_Stock_CCJ_adj_close,0.098419173890872,0.901580826109128,individual
target_258,3,US_Stock_EEM_adj_close - LME_PB_Close,0.098419173890872,0.901580826109128,individual
target_259,3,LME_CA_Close - US_Stock_EWT_adj_close,0.098419173890872,0.901580826109128,individual
target_260,3,JPX_Platinum_Standard_Futures_Close - FX_NZDCHF,0.11218765935747067,0.8878123406425293,individual
target_261,3,JPX_Platinum_Standard_Futures_Close - US_Stock_FCX_adj_close,0.17848036715961244,0.8215196328403875,individual
target_262,3,US_Stock_JNK_adj_close - JPX_Platinum_Standard_Futures_Close,0.17848036715961244,0.8215196328403875,individual
target_263,3,LME_CA_Close - US_Stock_OKE_adj_close,0.098419173890872,0.901580826109128,individual
target_264,3,US_Stock_RSP_adj_close - LME_CA_Close,0.098419173890872,0.901580826109128,individual
target_265,3,FX_CADUSD - LME_CA_Close,0.05201427842937277,0.9479857215706272,individual
target_266,3,US_Stock_TECK_adj_close - LME_PB_Close,0.098419173890872,0.901580826109128,individual
target_267,3,LME_AH_Close - US_Stock_CLF_adj_close,0.098419173890872,0.901580826109128,individual
