,corr_spearman
US_Stock_AMP_adj_close,-0.029328980106793304
US_Stock_RSP_adj_high,-0.029318833458321217
FX_AUDCHF,-0.02878047691950303
US_Stock_RSP_adj_low,-0.02849664141329179
US_Stock_RSP_adj_close,-0.0282662504752028
US_Stock_SCCO_adj_volume,0.02742684005685189
US_Stock_SHEL_adj_volume,0.027371236898217507
US_Stock_URA_adj_volume,-0.02712000851908441
US_Stock_XLB_adj_volume,0.027024405535243202
FX_NZDCAD,0.026967891029858908
US_Stock_DE_adj_volume,0.026895878710596666
US_Stock_OIH_adj_volume,0.026479038974270716
US_Stock_YINN_adj_volume,-0.026414072605908497
FX_CHFJPY,-0.026267963922208586
US_Stock_GDX_adj_high,0.024995393082189347
US_Stock_MS_adj_open,-0.024753140066855663
US_Stock_MS_adj_high,-0.024634979637315993
US_Stock_GDXJ_adj_high,0.024311013388045536
US_Stock_GOLD_adj_high,-0.024301744762847383
LME_ZS_Close,-0.024246039659982437
US_Stock_GDX_adj_open,0.024216318521391934
US_Stock_MS_adj_low,-0.023989142436951764
US_Stock_CCJ_adj_volume,0.02398387864416616
US_Stock_MS_adj_close,-0.023765699108427536
US_Stock_VWO_adj_volume,0.023648744510095264
US_Stock_GDXJ_adj_open,0.023190752873049378
US_Stock_CLF_adj_volume,0.02308930041330156
US_Stock_NUGT_adj_volume,0.022947514665727586
LME_CA_Close,-0.022897948766210454
US_Stock_GDXJ_adj_close,0.02276026634832477
US_Stock_FXI_adj_close,0.022451157205533784
US_Stock_SCCO_adj_open,-0.022323385875077834
US_Stock_SCCO_adj_high,-0.02227686975667386
US_Stock_SCCO_adj_low,-0.02214341968590157
JPX_Gold_Mini_Futures_Volume,0.0221078375730229
US_Stock_GOLD_adj_open,-0.022062294462916552
US_Stock_FXI_adj_high,0.021996391214493018
US_Stock_GDX_adj_low,0.021969473781069854
US_Stock_EEM_adj_close,0.02195470686515984
US_Stock_GDXJ_adj_low,0.021817576073582274
US_Stock_SCCO_adj_close,-0.02164756092608922
US_Stock_GDX_adj_close,0.021579114499901207
US_Stock_FXI_adj_low,0.021435264395394994
US_Stock_GDX_adj_volume,0.021265349707555746
US_Stock_VYM_adj_volume,0.020935883340268708
US_Stock_FXI_adj_open,0.02069318266744121
US_Stock_VGK_adj_open,-0.020389911242752023
FX_ZARCHF,-0.020309985370770965
US_Stock_EEM_adj_low,0.019808093766207808
US_Stock_KGC_adj_volume,0.019604921450996984
US_Stock_EEM_adj_high,0.01952524833535595
US_Stock_EWJ_adj_volume,0.019413201517349647
US_Stock_VGK_adj_low,-0.01931826229848764
US_Stock_VGK_adj_high,-0.019188725256051444
JPX_RSS3_Rubber_Futures_Volume,-0.019173550287645353
US_Stock_MBB_adj_volume,-0.0188419229631928
FX_ZARUSD,-0.018779160105978125
FX_USDCHF,-0.018534274848195465
US_Stock_GDXJ_adj_volume,0.018446963006626856
US_Stock_VGK_adj_close,-0.01797364820659346
US_Stock_EWJ_adj_close,0.01779987351594571
US_Stock_BKR_adj_volume,0.017763114399000402
US_Stock_VEA_adj_volume,0.01771878704282528
US_Stock_EEM_adj_open,0.017696442944471882
LME_AH_Close,-0.01737163262025043
FX_AUDUSD,-0.01734369234038899
US_Stock_EWJ_adj_low,0.016813089017412523
JPX_Gold_Rolling-Spot_Futures_Close,-0.016603715920719596
JPX_Gold_Rolling-Spot_Futures_settlement_price,-0.01657792593896818
JPX_Gold_Standard_Futures_Low,-0.016454399390915322
US_Stock_IEF_adj_volume,0.01642344687860404
JPX_Gold_Mini_Futures_Low,-0.016422060349081946
JPX_Gold_Mini_Futures_Close,-0.016418110580677686
JPX_Gold_Mini_Futures_settlement_price,-0.016376573363988175
JPX_Gold_Standard_Futures_Close,-0.01637239270693573
JPX_Gold_Rolling-Spot_Futures_Low,-0.01636378469209951
JPX_Gold_Rolling-Spot_Futures_High,-0.016183927939213638
JPX_Gold_Standard_Futures_High,-0.016107363308695274
JPX_Gold_Mini_Futures_High,-0.01610126974213758
US_Stock_EMB_adj_volume,-0.016072485779974586
US_Stock_EWJ_adj_open,0.016037267516065972
US_Stock_EWJ_adj_high,0.01589915373790158
US_Stock_EEM_adj_volume,0.015863960399862567
US_Stock_BNDX_adj_volume,0.015844558616046268
JPX_Gold_Standard_Futures_Open,-0.015508882726987914
JPX_Gold_Mini_Futures_Open,-0.015405887634033041
JPX_Gold_Rolling-Spot_Futures_Open,-0.015384198778657519
US_Stock_EFA_adj_open,-0.015259274414030657
JPX_Platinum_Mini_Futures_Volume,-0.015245884454399405
US_Stock_BND_adj_volume,0.015196722956001728
US_Stock_RIO_adj_volume,-0.015057083149149287
US_Stock_GOLD_adj_low,-0.014627575093494665
US_Stock_AG_adj_volume,0.01460745293893821
US_Stock_EFA_adj_low,-0.014507042937117656
US_Stock_AEM_adj_volume,-0.014485489318838368
US_Stock_VEA_adj_open,-0.014474385517097182
FX_NZDCHF,-0.01410301784230853
FX_EURGBP,0.014000671093569433
US_Stock_SPIB_adj_volume,-0.013728900391639435
US_Stock_VEA_adj_low,-0.013704219968622216
US_Stock_EFA_adj_high,-0.013628229910504337
US_Stock_HL_adj_low,-0.01309371544892576
US_Stock_GLD_adj_volume,0.01303928776351087
US_Stock_AGG_adj_volume,0.012995236810806577
FX_GBPCHF,0.012929283632960711
US_Stock_VEA_adj_high,-0.01290932036387454
US_Stock_EFA_adj_close,-0.01276210731584682
US_Stock_SHY_adj_volume,-0.012691988899363026
US_Stock_HL_adj_close,-0.012683891494451534
US_Stock_VT_adj_low,-0.01236620014486505
US_Stock_VT_adj_open,-0.012248445489313335
US_Stock_GOLD_adj_close,-0.012038000618828123
US_Stock_HL_adj_open,-0.011964102497211375
US_Stock_VEA_adj_close,-0.011903933154425944
US_Stock_VT_adj_close,-0.011767041279978574
US_Stock_IEMG_adj_close,0.011741897376825475
FX_EURCHF,0.011699617179653182
US_Stock_VT_adj_high,-0.01141375298209049
US_Stock_IGSB_adj_volume,-0.011395910463104914
US_Stock_BCS_adj_high,-0.011297993888325218
US_Stock_BCS_adj_open,-0.011265364297269868
US_Stock_ACWI_adj_open,-0.011218011683633174
US_Stock_ACWI_adj_low,-0.011211185171953823
US_Stock_EWY_adj_volume,0.010821010299275149
US_Stock_VGLT_adj_volume,0.010813145382372104
US_Stock_ACWI_adj_volume,0.010733796790885179
US_Stock_ACWI_adj_close,-0.010702937303274668
US_Stock_ACWI_adj_high,-0.010649497997989565
US_Stock_NUGT_adj_low,-0.010557667463748999
US_Stock_IEMG_adj_high,0.010551446281224843
US_Stock_BCS_adj_low,-0.010319817742939946
US_Stock_NUGT_adj_close,-0.010228062566257228
US_Stock_JNK_adj_close,0.010212675182697702
US_Stock_MS_adj_volume,0.010139553134752696
FX_AUDCAD,0.010107648923271376
US_Stock_BCS_adj_close,-0.009784952011771897
US_Stock_EWY_adj_close,0.009669877235768584
US_Stock_HL_adj_high,-0.009659071707613046
US_Stock_NUGT_adj_open,-0.00937505456473947
US_Stock_IEMG_adj_low,0.009337400112586049
US_Stock_JNK_adj_low,0.009275393947758708
US_Stock_VXUS_adj_open,-0.008929862214051574
US_Stock_WPM_adj_volume,0.008763445240359335
JPX_RSS3_Rubber_Futures_Open,0.008514731274101503
US_Stock_VXUS_adj_low,-0.00834910491253862
US_Stock_NUGT_adj_high,-0.008345240475048785
US_Stock_YINN_adj_close,0.008248142416806723
US_Stock_EWY_adj_high,0.008203453989064845
US_Stock_IEMG_adj_open,0.008125425024070097
US_Stock_EWY_adj_low,0.00811639602954069
US_Stock_VALE_adj_volume,0.008090031379879226
US_Stock_JNK_adj_high,0.007830599973410833
US_Stock_YINN_adj_low,0.007828114713531065
JPX_RSS3_Rubber_Futures_Low,0.007722717860764725
US_Stock_YINN_adj_high,0.007705291761625909
US_Stock_AG_adj_high,0.0076147878494945784
US_Stock_VXUS_adj_high,-0.007344427636208588
US_Stock_CAT_adj_volume,0.0071386448983970585
US_Stock_WPM_adj_open,0.0070881988817977516
US_Stock_YINN_adj_open,0.007058432917276627
JPX_RSS3_Rubber_Futures_High,0.007024850960712116
US_Stock_VCIT_adj_volume,-0.006955005358824625
US_Stock_NUE_adj_volume,0.006870066728998149
US_Stock_VXUS_adj_close,-0.006827272863202399
US_Stock_AG_adj_close,0.006804334644711631
US_Stock_SPTL_adj_volume,-0.006620478813253309
US_Stock_SLV_adj_open,-0.006533862935078171
US_Stock_JNK_adj_open,0.006428945705388928
US_Stock_FNV_adj_low,-0.006315033846901423
US_Stock_VGIT_adj_volume,-0.006310468975037939
US_Stock_WPM_adj_high,0.006226515211416982
JPX_RSS3_Rubber_Futures_settlement_price,0.005980793263882492
JPX_RSS3_Rubber_Futures_Close,0.005976669972366505
US_Stock_EWY_adj_open,0.005972357481074947
US_Stock_SLV_adj_high,-0.005608621293004561
US_Stock_SLV_adj_low,-0.005601033903884472
US_Stock_GLD_adj_open,0.005577317253545999
US_Stock_FNV_adj_close,-0.005548245919112381
US_Stock_IEMG_adj_volume,0.005529609714361028
US_Stock_VCSH_adj_volume,0.005160202358836676
US_Stock_NEM_adj_volume,0.00514263213573695
US_Stock_STLD_adj_volume,0.005088028985410322
US_Stock_SLV_adj_close,-0.004960672837364886
US_Stock_LQD_adj_volume,0.0049450775415788165
US_Stock_IAU_adj_open,0.004933594077575319
US_Stock_JNK_adj_volume,-0.004840614381415609
US_Stock_GLD_adj_high,0.004763177200140724
US_Stock_IAU_adj_high,0.004421437204011233
US_Stock_GLD_adj_low,0.004342654023862728
US_Stock_PAAS_adj_volume,-0.004250015289496483
US_Stock_AG_adj_low,0.0040647643269869065
US_Stock_WPM_adj_low,0.003948340342954063
US_Stock_AG_adj_open,0.0038829364686150595
US_Stock_IAU_adj_low,0.003819095168789552
FX_NZDUSD,-0.003803548938041751
US_Stock_GLD_adj_close,0.0036174991666110532
US_Stock_AMP_adj_volume,0.0035000160764518257
US_Stock_VT_adj_volume,0.0034374058227034485
US_Stock_IAU_adj_close,0.0031027340692483807
US_Stock_FNV_adj_open,-0.003000015508616941
US_Stock_WPM_adj_close,0.0029100388468676357
US_Stock_FNV_adj_high,-0.002520158385740986
US_Stock_TIP_adj_volume,-0.0023144447557432207
US_Stock_EWT_adj_close,0.0020134516758221186
US_Stock_VWO_adj_close,0.001800771143147306
US_Stock_BCS_adj_volume,0.00149365687078138
US_Stock_EWT_adj_high,0.0014082026255964923
US_Stock_EWT_adj_volume,0.0012323607701848365
US_Stock_TECK_adj_volume,-0.001198672150166326
US_Stock_VWO_adj_high,0.0011430481772582548
US_Stock_EWZ_adj_volume,-0.0010704614646381886
US_Stock_EWT_adj_low,0.0009429087729969003
US_Stock_VWO_adj_open,-0.0005682963667080169
US_Stock_EWT_adj_open,0.0001592994718079259
US_Stock_VWO_adj_low,5.258967893061394e-05
US_Stock_VGSH_adj_volume,1.7448352590427676e-05
